sector,indicator,country,year,variable,value,unit,label
Industry Steel,Steel Activity: production per capita,UA,2006,historic,0.8773500428419139,t product / cap,
Industry Steel,Steel Activity: production per capita,UA,2007,historic,0.9237301885701468,t product / cap,
Industry Steel,Steel Activity: production per capita,UA,2008,historic,0.8076265387913454,t product / cap,
Industry Steel,Steel Activity: production per capita,UA,2009,historic,0.6494319966171674,t product / cap,
Industry Steel,Steel Activity: production per capita,UA,2010,historic,0.730091856475649,t product / cap,
Industry Steel,Steel Activity: production per capita,UA,2011,historic,0.7744872165718059,t product / cap,
Industry Steel,Steel Activity: production per capita,UA,2012,historic,0.7254714819700686,t product / cap,
Industry Steel,Steel Activity: production per capita,UA,2013,historic,0.7236294809040381,t product / cap,
Industry Steel,Steel Activity: production per capita,UA,2014,historic,0.6022739374047417,t product / cap,
Industry Steel,Steel Activity: production per capita,UA,2015,historic,0.5112903382710501,t product / cap,
Industry Steel,Steel Activity: production per capita,UA,2016,historic,0.5416236839436824,t product / cap,
Industry Steel,Steel Activity: production per capita,UA,2017,historic,0.4814200254726536,t product / cap,
Industry Steel,Steel Activity: production per capita,UA,2018,historic,0.4771035929087264,t product / cap,
Industry Steel,Steel Activity: production per capita,US,1990,historic,0.3558856498149064,t product / cap,
Industry Steel,Steel Activity: production per capita,US,1991,historic,0.3132639166978374,t product / cap,
Industry Steel,Steel Activity: production per capita,US,1992,historic,0.3281131517437954,t product / cap,
Industry Steel,Steel Activity: production per capita,US,1993,historic,0.3421271976696188,t product / cap,
Industry Steel,Steel Activity: production per capita,US,1994,historic,0.3479392307225445,t product / cap,
Industry Steel,Steel Activity: production per capita,US,1995,historic,0.3589894991112001,t product / cap,
Industry Steel,Steel Activity: production per capita,US,1996,historic,0.3560288405609163,t product / cap,
Industry Steel,Steel Activity: production per capita,US,1997,historic,0.3624588070451452,t product / cap,
Industry Steel,Steel Activity: production per capita,US,1998,historic,0.3585278171459146,t product / cap,
Industry Steel,Steel Activity: production per capita,US,1999,historic,0.34976717669817586,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2000,historic,0.36144825332269975,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2001,historic,0.31658326967647743,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2002,historic,0.3188093651767859,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2003,historic,0.3232293543988504,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2004,historic,0.34095901081897595,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2005,historic,0.32169054728800456,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2006,historic,0.32975743545108804,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2007,historic,0.3263419602914727,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2008,historic,0.3027984499002215,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2009,historic,0.1938715213000272,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2010,historic,0.2604916662075414,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2011,historic,0.27728483480413874,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2012,historic,0.28242831411921937,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2013,historic,0.27458114815215645,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2014,historic,0.2766899746147945,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2015,historic,0.2457170196390027,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2016,historic,0.2429446783277714,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2017,historic,0.2510490187365169,t product / cap,
Industry Steel,Steel Activity: production per capita,US,2018,historic,0.2647764412718073,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,1990,historic,0.4861741060387291,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,1991,historic,0.5304888293096933,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,1992,historic,0.4966161979668662,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,1993,historic,0.4678064840552403,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,1994,historic,0.5052024770546195,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,1995,historic,0.5182609685476808,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,1996,historic,0.4893163692181896,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,1997,historic,0.5529166355597055,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,1998,historic,0.5410878829494948,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,1999,historic,0.516796138667135,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2000,historic,0.5697197236757214,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2001,historic,0.5500416585409033,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2002,historic,0.5520887796059225,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2003,historic,0.5490354518407172,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2004,historic,0.5679877002404292,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2005,historic,0.5456209859421266,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2006,historic,0.5796330641561211,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2007,historic,0.5973393236507422,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2008,historic,0.5653752894317196,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2009,historic,0.4038371909721935,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2010,historic,0.5422735163924551,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2011,historic,0.5476915546464346,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2012,historic,0.5268584913163495,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2013,historic,0.5253444353930102,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2014,historic,0.5272288730200859,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2015,historic,0.5217880047578473,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2016,historic,0.5119603228312881,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2017,historic,0.5238082310536608,t product / cap,
Industry Steel,Steel Activity: production per capita,DE,2018,historic,0.5104960013073415,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,1990,historic,0.33557539082506604,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,1991,historic,0.3238945385747695,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,1992,historic,0.31448602751633753,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,1993,historic,0.2981677949811768,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,1994,historic,0.313108149110606,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,1995,historic,0.31313853878693104,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,1996,historic,0.3039540503803537,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,1997,historic,0.33951865780152024,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,1998,historic,0.3443623859909152,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,1999,historic,0.34409697633980674,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2000,historic,0.35505605209894103,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2001,historic,0.3257299609936203,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2002,historic,0.3387509591630355,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2003,historic,0.3279227096885812,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2004,historic,0.34219016279964903,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2005,historic,0.3187293279020837,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2006,historic,0.322751611692911,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2007,historic,0.31113791028939153,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2008,historic,0.28740377610021617,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2009,historic,0.2053008095243425,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2010,historic,0.2451286929148485,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2011,historic,0.24959690205155224,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2012,historic,0.2455622479822415,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2013,historic,0.24549201190574474,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2014,historic,0.251480857500481,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2015,historic,0.232480823295042,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2016,historic,0.22287165275171206,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2017,historic,0.2391129405557087,t product / cap,
Industry Steel,Steel Activity: production per capita,FR,2018,historic,0.23676310223195504,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,1990,historic,0.44641169974125056,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,1991,historic,0.4398814162941416,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,1992,historic,0.4345938754794664,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,1993,historic,0.4496865979354768,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,1994,historic,0.4570770865024548,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,1995,historic,0.4856368604638634,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,1996,historic,0.4189942298483884,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,1997,historic,0.4541361501654375,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,1998,historic,0.4531679460075611,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,1999,historic,0.4391090368562123,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2000,historic,0.4720051503401404,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2001,historic,0.4667240684230671,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2002,historic,0.4558386103976986,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2003,historic,0.4700489648253888,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2004,historic,0.4936032945434375,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2005,historic,0.5035894757988217,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2006,historic,0.5401960066050342,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2007,historic,0.5370842012443653,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2008,historic,0.5191556194975981,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2009,historic,0.33580402880436505,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2010,historic,0.4340519106972179,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2011,historic,0.4822154315666852,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2012,historic,0.4551065088734669,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2013,historic,0.4004395278926943,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2014,historic,0.3925596949624911,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2015,historic,0.3634620728603785,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2016,historic,0.385284174586643,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2017,historic,0.3966729011635536,t product / cap,
Industry Steel,Steel Activity: production per capita,IT,2018,historic,0.4046342760061636,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,1990,historic,0.3122637642186473,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,1991,historic,0.28755060696061324,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,1992,historic,0.28221267900516794,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,1993,historic,0.2886170277553577,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,1994,historic,0.2992553517212931,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,1995,historic,0.30387113074600863,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,1996,historic,0.30960073567687485,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,1997,historic,0.31730153642991576,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,1998,historic,0.2959324507647192,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,1999,historic,0.2775740943834352,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2000,historic,0.2548829021126427,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2001,historic,0.22669401109743595,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2002,historic,0.1943076875828448,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2003,historic,0.22041891135189629,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2004,historic,0.22991660330033603,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2005,historic,0.21959424929232133,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2006,historic,0.22861349885063398,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2007,historic,0.2341910838995104,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2008,historic,0.2175647581658775,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2009,historic,0.16034886078025334,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2010,historic,0.1529791895998173,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2011,historic,0.14804317252658422,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2012,historic,0.14845521397866315,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2013,historic,0.18246804929790586,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2014,historic,0.18393356090553228,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2015,historic,0.16560414245058006,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2016,historic,0.11516001159854973,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2017,historic,0.1122671968591762,t product / cap,
Industry Steel,Steel Activity: production per capita,GB,2018,historic,0.10950811123533932,t product / cap,
Industry Steel,Steel Activity: production per capita,World,1990,historic,0.14462090928253807,t product / cap,
Industry Steel,Steel Activity: production per capita,World,1991,historic,0.13549183278573165,t product / cap,
Industry Steel,Steel Activity: production per capita,World,1992,historic,0.13089788994957138,t product / cap,
Industry Steel,Steel Activity: production per capita,World,1993,historic,0.13035139026127127,t product / cap,
Industry Steel,Steel Activity: production per capita,World,1994,historic,0.1280393324081483,t product / cap,
Industry Steel,Steel Activity: production per capita,World,1995,historic,0.13112100870102505,t product / cap,
Industry Steel,Steel Activity: production per capita,World,1996,historic,0.12892771339236125,t product / cap,
Industry Steel,Steel Activity: production per capita,World,1997,historic,0.13545263300505336,t product / cap,
Industry Steel,Steel Activity: production per capita,World,1998,historic,0.13008183866391168,t product / cap,
Industry Steel,Steel Activity: production per capita,World,1999,historic,0.1303065385175519,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2000,historic,0.1383609464727869,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2001,historic,0.13692498183619922,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2002,historic,0.14361279167002605,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2003,historic,0.152152384651852,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2004,historic,0.16446239212254815,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2005,historic,0.17548035141160376,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2006,historic,0.1887413728353134,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2007,historic,0.20104297803677235,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2008,historic,0.1978805502971743,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2009,historic,0.1802402387605542,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2010,historic,0.20604695990636546,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2011,historic,0.2184292735582614,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2012,historic,0.2189403718423344,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2013,historic,0.2288841902226784,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2014,historic,0.2288275446977336,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2015,historic,0.21954313168228126,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2016,historic,0.2179995769463194,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2017,historic,0.2291805651362248,t product / cap,
Industry Steel,Steel Activity: production per capita,World,2018,historic,0.2345247496876934,t product / cap,
Industry Steel,Steel emissions intensity (per product),AU,1990,historic,2380.356033974955,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,1991,historic,2489.0880760605896,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,1992,historic,2351.2428279474984,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,1993,historic,2024.577123843913,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,1994,historic,2052.185197111538,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,1995,historic,2125.0852938614357,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,1996,historic,2146.48115276338,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,1997,historic,2034.151107823008,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,1998,historic,2006.8337406514227,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,1999,historic,2236.809620060996,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,2000,historic,2367.668137211981,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,2001,historic,2390.7558556888002,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,2002,historic,2281.4665126186396,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,2003,historic,2023.5040019522849,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,2004,historic,2176.3190991630013,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,2005,historic,1938.0927603578384,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,2006,historic,1863.2224192014355,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,2007,historic,1906.7118911404896,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,2008,historic,2005.097558853867,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,2009,historic,2490.9043134470444,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,2010,historic,2031.4019305965546,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,2011,historic,2268.824738912587,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),AU,2012,historic,2369.208375362816,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,1990,historic,1391.558674800117,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,1991,historic,1437.039849301367,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,1992,historic,1393.4858155854386,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,1993,historic,1304.5130262981315,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,1994,historic,1334.653129818188,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,1995,historic,1306.2314130912544,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,1996,historic,1289.9879409653747,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,1997,historic,1227.173171549034,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,1998,historic,1241.60030221964,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,1999,historic,1241.6997392683213,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2000,historic,1222.4014607479878,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2001,historic,1209.6059304469413,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2002,historic,1180.4025560185082,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2003,historic,1154.0165345260311,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2004,historic,1142.4209312362254,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2005,historic,1163.32478505259,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2006,historic,1229.4058641875035,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2007,historic,1224.765021463093,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2008,historic,1220.691456972348,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2009,historic,1481.0917714660056,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2010,historic,1210.3960604071453,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2011,historic,1308.3407467970019,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2012,historic,1268.1504391162516,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2013,historic,1196.7619129786567,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2014,historic,1283.94794913901,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2015,historic,1251.4318672483932,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),CA,2016,historic,1277.0929049638282,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),EU,1990,historic,1777.6464818323573,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),EU,1991,historic,1745.0557212590006,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),EU,1992,historic,1688.4478176448465,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),EU,1993,historic,1621.2729939426338,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),EU,1994,historic,1613.9240028790064,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),EU,1995,historic,1607.116089591532,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),EU,1996,historic,1623.1958810758758,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),EU,1997,historic,1553.877096105014,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),EU,1998,historic,1509.6361538077745,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),EU,1999,historic,1479.2956230017624,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),EU,2012,historic,1206.7538612268734,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),EU,2013,historic,1217.7809731263592,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),EU,2014,historic,1197.1235383665198,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),EU,2015,historic,1234.427683153141,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),EU,2016,historic,1208.7111480210915,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,1990,historic,1745.323773926156,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,1991,historic,1701.1352757825796,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,1992,historic,1820.0620579344024,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,1993,historic,1765.4591685789292,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,1994,historic,1833.540394519557,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,1995,historic,1777.3169561941047,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,1996,historic,1853.289873858495,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,1997,historic,1767.5609825147512,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,1998,historic,1858.215123063911,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,1999,historic,1905.6729374836511,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2000,historic,1773.9090876978553,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2001,historic,1799.3701164869778,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2002,historic,1793.242063576963,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2003,historic,1773.6162561391066,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2004,historic,1741.8922279994824,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2005,historic,1715.4544749202857,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2006,historic,1677.1217542513496,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2007,historic,1688.158198310549,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2008,historic,1536.1375556629853,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2009,historic,1924.2519865980441,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2010,historic,1736.8900538641938,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2011,historic,1775.311671165076,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2012,historic,1842.478291266164,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2013,historic,1860.0384297516587,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2014,historic,1826.3506641105926,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2015,historic,1837.814800677335,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),JP,2016,historic,1784.4611820541038,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,1993,historic,5212.877342060122,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,1994,historic,6457.55491638567,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,1995,historic,5921.789115908705,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,1996,historic,5053.7033271510445,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,1997,historic,4760.745572308282,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,1998,historic,4591.3970721081705,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,1999,historic,4292.277730129146,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,2000,historic,4578.907433002772,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,2001,historic,5024.1671017397275,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,2002,historic,5042.487251151414,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,2003,historic,5125.958067444524,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,2004,historic,4311.558591395074,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,2008,historic,6803.615284333598,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,2009,historic,6636.3991747071395,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,2010,historic,6673.569759802332,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,2011,historic,5625.389981687101,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,2012,historic,7554.747562593048,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,2013,historic,8440.974328369257,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,2014,historic,10061.07350916628,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,2015,historic,7989.842299104429,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),KZ,2016,historic,8135.148021713634,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),NZ,1990,historic,2145.896449082029,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),NZ,1991,historic,2091.96685249696,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),NZ,1992,historic,2397.1934692999776,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),NZ,1993,historic,2141.8802298884643,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),NZ,1994,historic,2184.905629352419,kg CO2 / t product,
Industry Steel,Steel emissions intensity (per product),NZ,1995,historic,2077.7300522656747,kg CO2 / t product,
